"","title","event_description","observation_number","parliament_number","session_number","chamber_number","bill_number","event_number","member_name","event_date","event_chamber","document_url","parliament_path","session_path","chamber_path","bill_path","event_path","observation_path"
"2919","Space Industry Bill [HL]","3rd reading (Hansard): House of Lords 28 November, 2017",2919,57,"2017-2019",2,58,13,"Chris Grayling"," 28 November, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-11-28/debates/EB7BF215-5DF6-4555-A251-6B9A98F91B0A/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-13","/parliament-57/session-2017-2019/chamber-2/bill-58/event-13"
"2920","Space Industry Bill [HL]","3rd reading (Minutes of Proceedings): House of Lords 28 November, 2017",2920,57,"2017-2019",2,58,14,"Chris Grayling"," 28 November, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=41558&sectionId=40&businessPaperDate=2017-11-28","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-14","/parliament-57/session-2017-2019/chamber-2/bill-58/event-14"
"2921","Space Industry Bill [HL]","1st reading: House of Commons (no debate)",2921,57,"2017-2019",2,58,15,"Chris Grayling"," 15 January, 2018","House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-15","/parliament-57/session-2017-2019/chamber-2/bill-58/event-15"
"2922","Space Industry Bill [HL]","2nd reading: House of Commons 15 January, 2018",2922,57,"2017-2019",2,58,16,"Chris Grayling"," 23 January, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-01-15/debates/634CCF88-39CE-429A-9850-FCFD5D386376/SpaceIndustryBill(Lords)#contribution-CEF70E6E-C764-4701-9A0F-36B68492EC0B","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-16","/parliament-57/session-2017-2019/chamber-2/bill-58/event-16"
"2923","Space Industry Bill [HL]","Programme motion: House of Commons",2923,57,"2017-2019",2,58,17,"Chris Grayling"," 23 January, 2018","House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-17","/parliament-57/session-2017-2019/chamber-2/bill-58/event-17"
"2924","Space Industry Bill [HL]","Money resolution: House of Commons",2924,57,"2017-2019",2,58,18,"Chris Grayling"," 23 January, 2018","House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-18","/parliament-57/session-2017-2019/chamber-2/bill-58/event-18"
"2925","Space Industry Bill [HL]","Ways and Means resolution: House of Commons",2925,57,"2017-2019",2,58,19,"Chris Grayling"," 6 February, 2018","House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-19","/parliament-57/session-2017-2019/chamber-2/bill-58/event-19"
"2926","Space Industry Bill [HL]","Committee Debate: 1st sitting: House of Commons 23 January, 2018(1)(2)",2926,57,"2017-2019",2,58,20,"Chris Grayling"," 6 February, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-01-23/debates/40ff1372-e8c9-44bb-b96b-f9c16dde8ee3/SpaceIndustryBill(Lords)(FirstSitting)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-20","/parliament-57/session-2017-2019/chamber-2/bill-58/event-20"
"2927","Space Industry Bill [HL]","Committee Debate: 2nd sitting: House of Commons 23 January, 2018(1)(2)",2927,57,"2017-2019",2,58,21,"Chris Grayling"," 27 February, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-01-23/debates/aeeef859-5a28-4a48-a577-f421d6fcc908/SpaceIndustryBill(Lords)(SecondSitting)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-21","/parliament-57/session-2017-2019/chamber-2/bill-58/event-21"
"2928","Space Industry Bill [HL]","Committee debates: compilation pdf of sittings so far: House of Commons 23 January, 2018",2928,57,"2017-2019",2,58,22,"Chris Grayling"," 27 February, 2018","House of Lords","https://publications.parliament.uk/pa/cm201719/cmpublic/Space/PBC137_Combined_1-2_23_01_2018.pdf","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-22","/parliament-57/session-2017-2019/chamber-2/bill-58/event-22"
"2929","Space Industry Bill [HL]","Report stage: House of Commons 6 February, 2018",2929,57,"2017-2019",2,58,23,"Chris Grayling"," 15 March, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-02-06/debates/786720BE-F53F-4043-8DD5-4659DD8F4189/SpaceIndustryBill(Lords)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-23","/parliament-57/session-2017-2019/chamber-2/bill-58/event-23"
"2930","Space Industry Bill [HL]","3rd reading: House of Commons 6 February, 2018",2930,57,"2017-2019",2,58,24,"Chris Grayling"," 15 March, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-02-06/debates/786720BE-F53F-4043-8DD5-4659DD8F4189/SpaceIndustryBill(Lords)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-24","/parliament-57/session-2017-2019/chamber-2/bill-58/event-24"
"2931","Space Industry Bill [HL]","Ping Pong (Hansard): House of Lords 27 February, 2018",2931,57,"2017-2019",2,58,25,"Chris Grayling",NA,"House of Lords","https://hansard.parliament.uk/lords/2018-02-27/debates/7BEB4D43-DED4-4128-B35C-27AEC53671C4/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-25","/parliament-57/session-2017-2019/chamber-2/bill-58/event-25"
"2932","Space Industry Bill [HL]","Ping Pong Minutes of Proceedings): House of Lords 27 February, 2018",2932,57,"2017-2019",2,58,26,"Chris Grayling",NA,"House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=45689&sectionId=40&businessPaperDate=2018-02-27","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-26","/parliament-57/session-2017-2019/chamber-2/bill-58/event-26"
"2933","Space Industry Bill [HL]","Royal Assent (Hansard) 15 March, 2018",2933,57,"2017-2019",2,58,27,"Chris Grayling",NA,"House of Lords","https://hansard.parliament.uk/lords/2018-03-15/debates/7D5CED3A-38B6-4A4C-AC1A-5BA439C5C7D6/RoyalAssent","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-27","/parliament-57/session-2017-2019/chamber-2/bill-58/event-27"
"2934","Space Industry Bill [HL]","Royal Assent (Minutes of Proceedings) 15 March, 2018",2934,57,"2017-2019",2,58,28,"Chris Grayling",NA,"House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=46181&sectionId=40&businessPaperDate=2018-03-15","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-58","/parliament-57/session-2017-2019/chamber-2/bill-58/event-28","/parliament-57/session-2017-2019/chamber-2/bill-58/event-28"
"2935","Space Industry Bill [HL]","1st reading (Hansard): House of Lords 27 June, 2017",2935,57,"2017-2019",2,59,1,"Lord Callanan"," 27 June, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-06-27/debates/EB6921C8-FA89-45E4-893C-9A329C5EBE33/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-1","/parliament-57/session-2017-2019/chamber-2/bill-59/event-1"
"2936","Space Industry Bill [HL]","1st reading (Minutes of Proceedings): House of Lords 27 June, 2017",2936,57,"2017-2019",2,59,2,"Lord Callanan"," 27 June, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=36485&sectionId=40&businessPaperDate=2017-06-27","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-2","/parliament-57/session-2017-2019/chamber-2/bill-59/event-2"
"2937","Space Industry Bill [HL]","2nd reading (Hansard): House of Lords 12 July, 2017",2937,57,"2017-2019",2,59,3,"Lord Callanan"," 12 July, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-07-12/debates/722D57DF-D100-4EFA-8A5E-C286F21ACA65/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-3","/parliament-57/session-2017-2019/chamber-2/bill-59/event-3"
"2938","Space Industry Bill [HL]","2nd reading (Minutes of Proceedings): House of Lords 12 July, 2017",2938,57,"2017-2019",2,59,4,"Lord Callanan"," 12 July, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=36635&sectionId=40&businessPaperDate=2017-07-12","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-4","/parliament-57/session-2017-2019/chamber-2/bill-59/event-4"
"2939","Space Industry Bill [HL]","Committee: 1st sitting (Hansard): House of Lords 16 October, 2017",2939,57,"2017-2019",2,59,5,"Lord Callanan"," 16 October, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-10-16/debates/3DBCB80A-87BE-4BE6-B84E-A99DD1B2BD7F/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-5","/parliament-57/session-2017-2019/chamber-2/bill-59/event-5"
"2940","Space Industry Bill [HL]","Committee: 1st sitting (Minutes of Proceedins): House of Lords 16 October, 2017",2940,57,"2017-2019",2,59,6,"Lord Callanan"," 16 October, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=39127&sectionId=40&businessPaperDate=2017-10-16","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-6","/parliament-57/session-2017-2019/chamber-2/bill-59/event-6"
"2941","Space Industry Bill [HL]","Committee: 2nd sitting (Hansard): House of Lords 18 October, 2017",2941,57,"2017-2019",2,59,7,"Lord Callanan"," 18 October, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-10-18/debates/03809CAE-1A9A-469D-91DF-04FAA35700FC/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-7","/parliament-57/session-2017-2019/chamber-2/bill-59/event-7"
"2942","Space Industry Bill [HL]","Committee: 2nd sitting (Minutes of Proceedings): House of Lords 18 October, 2017",2942,57,"2017-2019",2,59,8,"Lord Callanan"," 18 October, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=39891&sectionId=40&businessPaperDate=2017-10-18","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-8","/parliament-57/session-2017-2019/chamber-2/bill-59/event-8"
"2943","Space Industry Bill [HL]","Committee: 3rd sitting (Hansard): House of Lords 23 October, 2017",2943,57,"2017-2019",2,59,9,"Lord Callanan"," 23 October, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-10-23/debates/E0222961-B54E-45B7-B7EB-4511997A0FC2/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-9","/parliament-57/session-2017-2019/chamber-2/bill-59/event-9"
"2944","Space Industry Bill [HL]","Committee: 3rd sitting (Minutes of proceedings): House of Lords 23 October, 2017",2944,57,"2017-2019",2,59,10,"Lord Callanan"," 23 October, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=40115&sectionId=40&businessPaperDate=2017-10-23","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-10","/parliament-57/session-2017-2019/chamber-2/bill-59/event-10"
"2945","Space Industry Bill [HL]","Report stage (Hansard): House of Lords 14 November, 2017",2945,57,"2017-2019",2,59,11,"Lord Callanan"," 14 November, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-11-14/debates/4CBD0C9F-EFD5-44D1-BAFD-937733783012/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-11","/parliament-57/session-2017-2019/chamber-2/bill-59/event-11"
"2946","Space Industry Bill [HL]","Report stage (Minutes of Proceedings): House of Lords 14 November, 2017",2946,57,"2017-2019",2,59,12,"Lord Callanan"," 14 November, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=40926&sectionId=40&businessPaperDate=2017-11-14","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-12","/parliament-57/session-2017-2019/chamber-2/bill-59/event-12"
"2947","Space Industry Bill [HL]","3rd reading (Hansard): House of Lords 28 November, 2017",2947,57,"2017-2019",2,59,13,"Lord Callanan"," 28 November, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-11-28/debates/EB7BF215-5DF6-4555-A251-6B9A98F91B0A/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-13","/parliament-57/session-2017-2019/chamber-2/bill-59/event-13"
"2948","Space Industry Bill [HL]","3rd reading (Minutes of Proceedings): House of Lords 28 November, 2017",2948,57,"2017-2019",2,59,14,"Lord Callanan"," 28 November, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=41558&sectionId=40&businessPaperDate=2017-11-28","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-14","/parliament-57/session-2017-2019/chamber-2/bill-59/event-14"
"2949","Space Industry Bill [HL]","1st reading: House of Commons (no debate)",2949,57,"2017-2019",2,59,15,"Lord Callanan"," 15 January, 2018","House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-15","/parliament-57/session-2017-2019/chamber-2/bill-59/event-15"
"2950","Space Industry Bill [HL]","2nd reading: House of Commons 15 January, 2018",2950,57,"2017-2019",2,59,16,"Lord Callanan"," 23 January, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-01-15/debates/634CCF88-39CE-429A-9850-FCFD5D386376/SpaceIndustryBill(Lords)#contribution-CEF70E6E-C764-4701-9A0F-36B68492EC0B","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-16","/parliament-57/session-2017-2019/chamber-2/bill-59/event-16"
"2951","Space Industry Bill [HL]","Programme motion: House of Commons",2951,57,"2017-2019",2,59,17,"Lord Callanan"," 23 January, 2018","House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-17","/parliament-57/session-2017-2019/chamber-2/bill-59/event-17"
"2952","Space Industry Bill [HL]","Money resolution: House of Commons",2952,57,"2017-2019",2,59,18,"Lord Callanan"," 23 January, 2018","House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-18","/parliament-57/session-2017-2019/chamber-2/bill-59/event-18"
"2953","Space Industry Bill [HL]","Ways and Means resolution: House of Commons",2953,57,"2017-2019",2,59,19,"Lord Callanan"," 6 February, 2018","House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-19","/parliament-57/session-2017-2019/chamber-2/bill-59/event-19"
"2954","Space Industry Bill [HL]","Committee Debate: 1st sitting: House of Commons 23 January, 2018(1)(2)",2954,57,"2017-2019",2,59,20,"Lord Callanan"," 6 February, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-01-23/debates/40ff1372-e8c9-44bb-b96b-f9c16dde8ee3/SpaceIndustryBill(Lords)(FirstSitting)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-20","/parliament-57/session-2017-2019/chamber-2/bill-59/event-20"
"2955","Space Industry Bill [HL]","Committee Debate: 2nd sitting: House of Commons 23 January, 2018(1)(2)",2955,57,"2017-2019",2,59,21,"Lord Callanan"," 27 February, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-01-23/debates/aeeef859-5a28-4a48-a577-f421d6fcc908/SpaceIndustryBill(Lords)(SecondSitting)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-21","/parliament-57/session-2017-2019/chamber-2/bill-59/event-21"
"2956","Space Industry Bill [HL]","Committee debates: compilation pdf of sittings so far: House of Commons 23 January, 2018",2956,57,"2017-2019",2,59,22,"Lord Callanan"," 27 February, 2018","House of Lords","https://publications.parliament.uk/pa/cm201719/cmpublic/Space/PBC137_Combined_1-2_23_01_2018.pdf","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-22","/parliament-57/session-2017-2019/chamber-2/bill-59/event-22"
"2957","Space Industry Bill [HL]","Report stage: House of Commons 6 February, 2018",2957,57,"2017-2019",2,59,23,"Lord Callanan"," 15 March, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-02-06/debates/786720BE-F53F-4043-8DD5-4659DD8F4189/SpaceIndustryBill(Lords)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-23","/parliament-57/session-2017-2019/chamber-2/bill-59/event-23"
"2958","Space Industry Bill [HL]","3rd reading: House of Commons 6 February, 2018",2958,57,"2017-2019",2,59,24,"Lord Callanan"," 15 March, 2018","House of Lords","https://hansard.parliament.uk/commons/2018-02-06/debates/786720BE-F53F-4043-8DD5-4659DD8F4189/SpaceIndustryBill(Lords)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-24","/parliament-57/session-2017-2019/chamber-2/bill-59/event-24"
"2959","Space Industry Bill [HL]","Ping Pong (Hansard): House of Lords 27 February, 2018",2959,57,"2017-2019",2,59,25,"Lord Callanan",NA,"House of Lords","https://hansard.parliament.uk/lords/2018-02-27/debates/7BEB4D43-DED4-4128-B35C-27AEC53671C4/SpaceIndustryBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-25","/parliament-57/session-2017-2019/chamber-2/bill-59/event-25"
"2960","Space Industry Bill [HL]","Ping Pong Minutes of Proceedings): House of Lords 27 February, 2018",2960,57,"2017-2019",2,59,26,"Lord Callanan",NA,"House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=45689&sectionId=40&businessPaperDate=2018-02-27","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-26","/parliament-57/session-2017-2019/chamber-2/bill-59/event-26"
"2961","Space Industry Bill [HL]","Royal Assent (Hansard) 15 March, 2018",2961,57,"2017-2019",2,59,27,"Lord Callanan",NA,"House of Lords","https://hansard.parliament.uk/lords/2018-03-15/debates/7D5CED3A-38B6-4A4C-AC1A-5BA439C5C7D6/RoyalAssent","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-27","/parliament-57/session-2017-2019/chamber-2/bill-59/event-27"
"2962","Space Industry Bill [HL]","Royal Assent (Minutes of Proceedings) 15 March, 2018",2962,57,"2017-2019",2,59,28,"Lord Callanan",NA,"House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=46181&sectionId=40&businessPaperDate=2018-03-15","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-59","/parliament-57/session-2017-2019/chamber-2/bill-59/event-28","/parliament-57/session-2017-2019/chamber-2/bill-59/event-28"
"2963","Finance  Bill","1st reading: House of Commons 28 November, 2017",2963,57,"2017-2019",1,257,1,"Lord Bates "," 28 November, 2017","House of Commons","https://hansard.parliament.uk/commons/2017-11-28/debates/683E33E3-8109-40E3-9476-1D2247B48D42/BudgetResolutions","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-257","/parliament-57/session-2017-2019/chamber-1/bill-257/event-1","/parliament-57/session-2017-2019/chamber-1/bill-257/event-1"
"2964","Finance  Bill","2nd reading: House of Commons 11 December, 2017",2964,57,"2017-2019",1,257,2,"Lord Bates "," 11 December, 2017","House of Commons","https://hansard.parliament.uk/commons/2017-12-11/debates/CA8A3E45-05B7-48CB-853F-C617EC63452F/Finance(No2)Bill","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-257","/parliament-57/session-2017-2019/chamber-1/bill-257/event-2","/parliament-57/session-2017-2019/chamber-1/bill-257/event-2"
"2965","Finance  Bill","Programme motion: House of Commons",2965,57,"2017-2019",1,257,3,"Lord Bates "," 18 December, 2017","House of Commons",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-257","/parliament-57/session-2017-2019/chamber-1/bill-257/event-3","/parliament-57/session-2017-2019/chamber-1/bill-257/event-3"
"2966","Finance  Bill","Committee: 1st sitting: House of Commons 18 December, 2017",2966,57,"2017-2019",1,257,4,"Lord Bates "," 19 December, 2017","House of Commons","https://hansard.parliament.uk/commons/2017-12-18/debates/25038214-AD62-4D9A-8CF4-03D1E518FCD2/Finance(No2)Bill","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-257","/parliament-57/session-2017-2019/chamber-1/bill-257/event-4","/parliament-57/session-2017-2019/chamber-1/bill-257/event-4"
"2967","Finance  Bill","Committee: 2nd sitting: House of Commons 19 December, 2017",2967,57,"2017-2019",1,257,5,"Lord Bates "," 9 January, 2018","House of Commons","https://hansard.parliament.uk/Commons/2017-12-19/debates/17121953000002/Finance(No2)Bill","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-257","/parliament-57/session-2017-2019/chamber-1/bill-257/event-5","/parliament-57/session-2017-2019/chamber-1/bill-257/event-5"
"2968","Finance  Bill","Committee Debate: 1st sitting: House of Commons 9 January, 2018(1)(2)",2968,57,"2017-2019",1,257,6,"Lord Bates "," 9 January, 2018","House of Commons","https://hansard.parliament.uk/Commons/2018-01-09/debates/c732368a-8939-4480-813e-7d805073dfe1/Finance(No2)Bill(FirstSitting)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-257","/parliament-57/session-2017-2019/chamber-1/bill-257/event-6","/parliament-57/session-2017-2019/chamber-1/bill-257/event-6"
"2969","Finance  Bill","Committee Debate: 2nd sitting: House of Commons 9 January, 2018(1)(2)",2969,57,"2017-2019",1,257,7,"Lord Bates "," 11 January, 2018","House of Commons","https://hansard.parliament.uk/Commons/2018-01-09/debates/89b8e4f5-765a-4ea2-9496-092f10ccf18a/Finance(No2)Bill(SecondSitting)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-257","/parliament-57/session-2017-2019/chamber-1/bill-257/event-7","/parliament-57/session-2017-2019/chamber-1/bill-257/event-7"
